web-scraper-order,web-scraper-start-url,product-url,product-url-href,product-description-short,product-name,product-price,product-size,product-flavour,product-img-src,product-description-long,product-nutrition-src,product-allergens-src,product-size-alternative,product-category
"1578227921-1220","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Aminos%C3%A4uren/HMB/c/51","HMB Mega Caps","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Aminos%C3%A4uren/HMB/HMB-Mega-Caps/p/hmb-mega-caps","Bei Fitness und Bodybuilding empfohlen","HMB Mega Caps","46,90 €","300 kapseln:","","https://media.bodyandfit.com/i/bodyandfit/hmb-mega-caps_Image_01?layer0=$PLP_001$","Die am höchsten dosierten erhältlichen HMB Kapseln.","https://media.bodyandfit.com/i/bodyandfit/hmb-mega-caps_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/hmb-mega-caps_Label_de-de_01?layer0=$MAIN$","null","HMB"
"1578227678-1071","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Performance/Kreatin/c/68","Deal - Creatine (Micronized) [634gr] - 2 zum Preis von 1","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Performance/Kreatin/Deal---Creatine-%28Micronized%29-%5B634gr%5D---2-zum-Preis-von-1/p/micronized-creatine-bundle","Jetzt 2 zum Preis von 1!","Deal - Creatine (Micronized) [634gr] - 2 zum Preis von 1","19,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/micronized-creatine-bundle_Image_01?layer0=$PLP_001$","Bei impulsiven Kraftanstrengungen hilft Creatin die Leistungen zu verbessern, sorgt für mehr Kraft und stimuliert Muskelwachstum. Optimum Creatin enthält ausschließlich mikronisierte Qualität.","","","Creatine (Micronized)","Kreatin"
"1578227424-806","https://www.bodyandfit.com/de-de/Protein-bars/c/194","Crunchy Proteinwaffeln","https://www.bodyandfit.com/de-de/Produkte/Protein/Protein-Snacks/Protein-Snacks/Crunchy-Proteinwaffeln/p/50554","Crunchy Proteinwaffeln mit 33,5 % Eiweiß","Crunchy Proteinwaffeln","14,90 €","null","Double Chocolate","https://media.bodyandfit.com/i/bodyandfit/50554_Image_01?layer0=$PLP_001$","Unsere crunchy Proteinwaffeln enthalten mit 33,5 % Eiweiß ebenso viele Proteine wie ein Proteinriegel. Die Proteinwaffeln sind herrlich crunchy mit einer sämigen Schicht proteinreicher Creme, frei von zugefügten Zuckern und mit durchschnittlich nur 0,6 g Zucker pro ganzer Waffel sogar zuckerarm!","https://media.bodyandfit.com/i/bodyandfit/50554_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/50554_Label_de-de_01?layer0=$MAIN$","480 gramm (12  waffeln)","Proteinriegel"
"1578223394-253","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Vitamin-C/c/132","Super C-1000 Complex™ 1000 mg","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Vitamin-C/Super-C-1000-Complex%E2%84%A2-1000-mg/p/p_11716","Premium: 1000 mg Vitamin C","Super C-1000 Complex™ 1000 mg","4,20 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_11716_Image_01?layer0=$PLP_001$","Erwachsene nehmen einmal täglich vorzugsweise während einer Mahlzeit eine Kapsel.","https://media.bodyandfit.com/i/bodyandfit/p_11716_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_11716_Label_de-de_01?layer0=$MAIN$","100 veggie-caps","Vitamin C"
"1578228663-2074","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","Nitro-Tech Performance","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Nitro-Tech-Performance/p/nitro-tech","30 Gramm Eiweiß pro Dosis","Nitro-Tech Performance","29,90 €","908 gramm","Cinnamon","https://media.bodyandfit.com/i/bodyandfit/nitro-tech_Image_01?layer0=$PLP_001$","Nitro-Tech Performance enthält vorwiegend Proteine aus Whey-Protein, der saubersten und reinsten Proteinquelle für Athleten.","https://media.bodyandfit.com/i/bodyandfit/nitro-tech_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/nitro-tech_Label_de-de_01?layer0=$MAIN$","null","Whey Protein"
"1578228691-2129","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","GOLD STANDARD 100% WHEY PROTEIN","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/GOLD-STANDARD-100%25-WHEY-PROTEIN/p/gold-standard-100-whey-protein","Exklusiver Whey Blend","GOLD STANDARD 100% WHEY PROTEIN","77,20 €","3180 gramm","Vanilla","https://media.bodyandfit.com/i/bodyandfit/gold-standard-100-whey-protein_Image_01?layer0=$PLP_001$","Um dir als Sportler/Bodybuilder mehr von dem zu geben was du willst und nicht das was du nicht willst! (Fett, Cholesterin, Laktose und Kohlenhydrate)
Gold Standard Whey Protein enthält mehr HYDROWHEY: strategisch hydrolysierte Peptide mit niedrigem Molekulargewicht, um 100% WHEY noch schneller wirken zu lassen.
Höherer Proteinanteil: 100% WHEY war in dieser Hinsicht mit 23 Gramm reinem Eiweiß pro Portion schon immer tonangebend.","https://media.bodyandfit.com/i/bodyandfit/gold-standard-100-whey-protein_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/gold-standard-100-whey-protein_Label_de-de_01?layer0=$MAIN$","null","Whey Protein"
"1578227150-617","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Riegel-%26-Snacks/Chips/c/197","Happy Beans","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Riegel-%26-Snacks/Chips/Happy-Beans/p/happy-beans","Crunchy Protein Snack","Happy Beans","3,90 €","null","Beans 'n Mix","https://media.bodyandfit.com/i/bodyandfit/happy-beans_Image_01?layer0=$PLP_001$","Wir von Body & Fit lieben es zu snacken und würden es daher am liebsten auch jeden Tag machen. Unsere Happy Beans sind wahnsinnig gut dafür geeignet. Happy Beans sind ein knuspriger Proteinsnack für jeden Tag. Sie enthalten hochwertige Proteine und einen hohen Anteil an Ballaststoffen. Zudem sind sie unglaublich lecker.","https://media.bodyandfit.com/i/bodyandfit/happy-beans_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/happy-beans_Label_de-de_01?layer0=$MAIN$","175 gramm","Knabbereien"
"1578223372-251","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Vitamin-C/c/132","Vitamin C-1000 Kapseln","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Vitamin-C/Vitamin-C-1000-Kapseln/p/vitamine-c-capsules","In 100 oder 250 Kapseln erhältlich","Vitamin C-1000 Kapseln","16,90 €","100 veggie-caps:","","https://media.bodyandfit.com/i/bodyandfit/vitamine-c-capsules_Image_01?layer0=$PLP_001$","Die Kapseln enthalten 1000 mg Vitamin C und tragen zum Erhalt guter/starker Abwehrkräfte in einer alten Umgebung und während oder nach einer physischen Anstrengung bei.","https://media.bodyandfit.com/i/bodyandfit/vitamine-c-capsules_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/vitamine-c-capsules_Label_de-de_01?layer0=$MAIN$","null","Vitamin C"
"1578225397-480","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/T%C3%A4glicher-Bedarf/Getreide/c/239","High Protein Müsli (reduced carb)","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/T%C3%A4glicher-Bedarf/Getreide/High-Protein-M%C3%BCsli-%28reduced-carb%29/p/52987","Ganze 15 Gramm Eiweiß pro Portion!","High Protein Müsli (reduced carb)","8,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/52987_Image_01?layer0=$PLP_001$","Unser High Protein Müsli (reduced carb) wird aus Proteinflakes und den leckersten Superfoods hergestellt. High Protein Müsli schmeckt hervorragend in Joghurt, Quark oder Shakes. 
0 künstliche Zusätze und kein zugefügter Zucker.","https://media.bodyandfit.com/i/bodyandfit/52987_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/52987_Label_de-de_01?layer0=$MAIN$","1000 gramm","Getreide"
"1578225169-467","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/T%C3%A4glicher-Bedarf/Speise%C3%B6le/c/241","PAM Original","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/T%C3%A4glicher-Bedarf/Speise%C3%B6le/PAM-Original/p/pam-original","Perfekt für die Verwendung beim Backen, Braten und Grillen","PAM Original","16,90 €","482 gramm:","","https://media.bodyandfit.com/i/bodyandfit/pam-original_Image_01?layer0=$PLP_001$","PAM Original Cooking Spray ist ein 100& Naturprodukt auf der Bass natürlicher Öle. · ohne Fett · ohne Kalorien · ohne Natrium · ohne Nachgeschmack · ohne Cholesterin. Einfach den vollen, leckeren Geschmack dessen was du isst genießen.

Das Ergebnis? Nicht das blasse Zeug mit dem du die Mitbewohner vom Tisch jagst, sondern wirklich braun und knusprig. Sie sehen und schmecken den Unterschied nicht, und bleiben mit dir ohne es zu merken in guter Kondition. Überzeuge dich selbst mit PAM Antihaft-Backspray und du weißt sicher, was fortan nur noch in die Bratpfanne und den Grill kommt.","https://media.bodyandfit.com/i/bodyandfit/pam-original_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/pam-original_Label_de-de_01?layer0=$MAIN$","null","Cooking Sprays & Speiseöle"
"1578228458-1754","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Milchprotein-Mischung/c/6","Smart Protein","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Milchprotein-Mischung/Smart-Protein/p/afslank-eiwit","Unser absoluter Proteinshake Nummer 1 in jeder Low Carb- und Proteindiät!","Smart Protein","18,90 €","1000 gramm","Raspberry Yoghurt","https://media.bodyandfit.com/i/bodyandfit/afslank-eiwit_Image_01?layer0=$PLP_001$","""Das Prinzip einer Low Carb- Eiweißdiät liegt darin die Kohlenhydrateinnahme zu begrenzen und die Proteineinnahme zu erhöhen. Aber damit nicht genug: Proteine unterstützen stärkere Muskeln, den Erhalt von Muskelmasse und deren Erholung.""","https://media.bodyandfit.com/i/bodyandfit/afslank-eiwit_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/afslank-eiwit_Label_de-de_01?layer0=$MAIN$","null","Milchprotein Mischungen"
"1578228489-1816","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Casein-Protein/c/5","100% Gold Standard Casein","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Milchprotein/100%25-Gold-Standard-Casein/p/100-casein-time-release-proteine","24g Eiweiß pro Portion","100% Gold Standard Casein","52,90 €","1816 gramm","Banane","https://media.bodyandfit.com/i/bodyandfit/100-casein-time-release-proteine_Image_01?layer0=$PLP_001$","ist, dass es vom Körper langsamer aufgenommen wird und einen hohen Anteil an L-Glutamin enthält. Dadurch kann dein Körper für eine längere Zeit über Aminosäuren verfügen.","https://media.bodyandfit.com/i/bodyandfit/100-casein-time-release-proteine_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/100-casein-time-release-proteine_Label_de-de_01?layer0=$MAIN$","null","Casein-Protein"
"1578228630-1986","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","Iso Whey Hardcore","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Iso-Whey-Hardcore/p/iso-whey-hardcore","100% CFM Whey Protein Isolat","Iso Whey Hardcore","24,90 €","null","Strawberry","https://media.bodyandfit.com/i/bodyandfit/iso-whey-hardcore_Image_01?layer0=$PLP_001$","Iso-Whey Hardcore ist ein einzigartiger Proteinshake, entwickelt für Wettkampfathleten mit einem ultra hohen Eiweißgehalt und beinahe keine Laktose, Kohlenhydrate oder Fett.","https://media.bodyandfit.com/i/bodyandfit/iso-whey-hardcore_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/iso-whey-hardcore_Label_de-de_01?layer0=$MAIN$","1000 gramm (32  shakes)","Whey Protein"
"1578227774-1124","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Performance/Kreatin/c/68","Creatine Ultra","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Performance/Kreatin/Creatine-Ultra/p/creatine-ultra","Speziell für Sportler und Bodybuilder ausbalanciertes Creatin","Creatine Ultra","8,00 €","null","Orange","https://media.bodyandfit.com/i/bodyandfit/creatine-ultra_Image_01?layer0=$PLP_001$","Creatin nimmst du für mehr Muskelkraft und zur Stimulierung von Muskelwachstum bei impulsiven Kraftanstrengungen. Creatin-Monohydrat, Creatin-Citrat und Creatin-Pyruvat sind 3 starke Creatine und ergeben zusammen die perfekte Kombination. Creatine Ultra enthält diese drei Creatine für eine noch schnellere und kräftigere Wirkung zusammen.","https://media.bodyandfit.com/i/bodyandfit/creatine-ultra_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/creatine-ultra_Label_de-de_01?layer0=$MAIN$","201 gramm","Kreatin"
"1578227130-614","https://www.bodyandfit.com/de-de/Schokolade/c/198","Smart Chocolate (0 Zucker & 72% Kakao)","https://www.bodyandfit.com/de-de/Produkte/Abnehmen/Di%C3%A4tnahrung/Low-Carbs/Smart-Chocolate-%280-Zucker-%26-72%25-Kakao%29/p/smart-chocolate-0-sugar","2 leckere Sorten: Zartbitter mit Kakaonibs oder Coconut","Smart Chocolate (0 Zucker & 72% Kakao)","19,90 €","1200 gramm:","Kakaonibs","https://media.bodyandfit.com/i/bodyandfit/smart-chocolate-0-sugar_Image_01?layer0=$PLP_001$","Unsere zuckerfreie Smart Chocolate gibt es in 2 leckeren Varianten: Zartbitter mit Kakaonibs oder Coconut. Mit unseren Happy Food Smart Chocolate-Riegeln ist Schokolade erst wirklich speziell: 0 Gramm Zucker, 72 % Kakao und 100 % Geschmack.

Einfach alle guten Vorzüge genießen, die Schokolade von Natur aus enthält, ohne die Nachteile.","https://media.bodyandfit.com/i/bodyandfit/smart-chocolate-0-sugar_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/smart-chocolate-0-sugar_Label_de-de_01?layer0=$MAIN$","null","Schokolade"
"1578228588-1937","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","Elite Whey Protein","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Elite-Whey-Protein/p/elite-whey-protein","Mit ganzen 25 Gramm Eiweiß","Elite Whey Protein","46,90 €","2100 gramm","Gourmet Vanilla","https://media.bodyandfit.com/i/bodyandfit/elite-whey-protein_Image_01?layer0=$PLP_001$","Verstärkt mit der ZYTRIX-Enzymmischung und in diversen leckeren Sorten erhältlich. Elite Whey ist aspartamfrei und sofortlöslich, es löst sich also in jeder Flüssigkeit perfekt auf! Du bekommst nur das was du wirklich willst, 100 % reine und leckere Proteine, die zum Erhalt und Wachstum von Muskelmasse beitragen.","https://media.bodyandfit.com/i/bodyandfit/elite-whey-protein_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/elite-whey-protein_Label_de-de_01?layer0=$MAIN$","null","Whey Protein"
"1578228020-1308","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Aminos%C3%A4uren/BCAAs/c/49","BCAA Sensation","https://www.bodyandfit.com/de-de/Produkte/Neu/BCAA-Sensation/p/C100566","7500 mg BCAA pro Portion","BCAA Sensation","24,90 €","null","Exotic Fruit","https://media.bodyandfit.com/i/bodyandfit/C100566_Image_01?layer0=$PLP_001$&layer1=[src=/i/bodyandfit/roundle-new-2019]&layer1=$BADGE_S$","BCAA Sensation steckt voller qualitativ hochwertiger Aminosäuren und sorgsam ausgewählten Zutaten, die dir helfen Leistungen zu erbringen. Aminosäuren sind als Bausteine von Proteinen bei vielen Menschen mit einem aktiven Lebensstil sehr beliebt. Dieses Produkt von Dedicated Nutritio enthält außer BCAA auch Citrullin-Malat, Taurin und Rhodiola-Extrakt. BCAA Sensation ist eine einfache Art nach dem Sport oder über den Tag hinweg Aminosäuren einzunehmen.","","","1 stück (345  gramm)","Was sind BCAAs?"
"1578227490-898","https://www.bodyandfit.com/de-de/Protein-bars/c/194","Carb Killa Bars","https://www.bodyandfit.com/de-de/Produkte/Protein/Protein-Snacks/Protein-Riegel/Carb-Killa-Bars/p/carb-killa-bars","High Protein - Low Carb Riegel mit nur 214 Kalorien.","Carb Killa Bars","23,90 €","null","Dark Chocolate Raspberry","https://media.bodyandfit.com/i/bodyandfit/carb-killa-bars_Image_01?layer0=$PLP_001$","leckere Proteinriegel voll mit Crunchy Crispies, ganzen 23,2 Gramm Eiweiß und nur 1,4 Gramm Zucker. Ideal für ambitionierte Sportler und während einer Eiweißdiät. High Protein - Low Carb Riegel und nur 214 Kalorien.","https://media.bodyandfit.com/i/bodyandfit/carb-killa-bars_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/carb-killa-bars_Label_de-de_01?layer0=$MAIN$","720 gramm (12  riegel)","Proteinriegel"
"1578221897-130","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Pflanzliche-Nahrungserg%C3%A4nzung/c/141","Full Spectrum Turmeric & Black Pepper","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Weitere-Gesundheitsprodukte/Curcumin/Full-Spectrum-Turmeric-%26-Black-Pepper/p/p_12962","600 mg Kurkuma und 5 mg schwarzer Pfeffer","Full Spectrum Turmeric & Black Pepper","7,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_12962_Image_01?layer0=$PLP_001$","null","https://media.bodyandfit.com/i/bodyandfit/p_12962_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_12962_Label_de-de_01?layer0=$MAIN$","60 veggie-caps","Pflanzliche Nahrungsergänzung"
"1578227480-877","https://www.bodyandfit.com/de-de/Protein-bars/c/194","Quest Bar","https://www.bodyandfit.com/de-de/Produkte/Protein/Protein-Snacks/Protein-Riegel/Quest-Bar/p/quest-bar","Proteine aus Whey-Protein und Milchproteinisolat","Quest Bar","24,90 €","null","Cinnamon Roll","https://media.bodyandfit.com/i/bodyandfit/quest-bar_Image_01?layer0=$PLP_001$","Quest Bars enthalten keine billigen Proteinquellen. Nur hochwertige Proteine aus Whey Protein und Milchproteinisolat. In den Quest Bars stecken davon ganze 20 Gramm pro Riegel. Zudem enthalten die Quest Bars 22 Gramm Kohlenhydrate, davon ganze rund 17 Gramm wichtige Ballaststoffe und nur 1 Gramm Zucker.","https://media.bodyandfit.com/i/bodyandfit/quest-bar_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/quest-bar_Label_de-de_01?layer0=$MAIN$","720 gramm (12  riegel)","Proteinriegel"
"1578224790-418","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/T%C3%A4glicher-Bedarf/Gew%C3%BCrze-%26-Saucen/c/242","2BSlim Ketchup","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/T%C3%A4glicher-Bedarf/Gew%C3%BCrze-%26-Saucen/2BSlim-Ketchup/p/p_2bslim-ketchup","1 kcal pro Portion!","2BSlim Ketchup","3,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_2bslim-ketchup_Image_01?layer0=$PLP_001$","2BSlim Ketchup ist ein herrlicher Ketchup, der komplett frei von Fett und Zucker ist, und pro Portion nur 1 kcal enthält! Er ist ideal während einer kohlenhydratarmen oder kalorienarmen Diät verwendbar.","https://media.bodyandfit.com/i/bodyandfit/p_2bslim-ketchup_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_2bslim-ketchup_Label_de-de_01?layer0=$MAIN$","250 ml","Gewürze & Soßen"
"1578228458-1753","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Milchprotein-Mischung/c/6","Smart Protein","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Milchprotein-Mischung/Smart-Protein/p/afslank-eiwit","Unser absoluter Proteinshake Nummer 1 in jeder Low Carb- und Proteindiät!","Smart Protein","18,90 €","1000 gramm","Frozen Cappuccino Milkshake","https://media.bodyandfit.com/i/bodyandfit/afslank-eiwit_Image_01?layer0=$PLP_001$","""Das Prinzip einer Low Carb- Eiweißdiät liegt darin die Kohlenhydrateinnahme zu begrenzen und die Proteineinnahme zu erhöhen. Aber damit nicht genug: Proteine unterstützen stärkere Muskeln, den Erhalt von Muskelmasse und deren Erholung.""","https://media.bodyandfit.com/i/bodyandfit/afslank-eiwit_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/afslank-eiwit_Label_de-de_01?layer0=$MAIN$","null","Milchprotein Mischungen"
"1578225972-522","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Nussbutter/Erdnussbutter/c/212","Peanutbutter Powder mit Premium Schokolade - PB2","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Nussbutter/Erdnussbutter/Peanutbutter-Powder-mit-Premium-Schokolade---PB2/p/pindakaas-poeder-met-premium-chocolade-pb2","","Peanutbutter Powder mit Premium Schokolade - PB2","5,90 €","184 gramm:","","https://media.bodyandfit.com/i/bodyandfit/pindakaas-poeder-met-premium-chocolade-pb2_Image_01?layer0=$PLP_001$","null","https://media.bodyandfit.com/i/bodyandfit/pindakaas-poeder-met-premium-chocolade-pb2_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/pindakaas-poeder-met-premium-chocolade-pb2_Label_de-de_01?layer0=$MAIN$","null","Erdnussbutter"
"1578220987-46","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Pflanzliche-Nahrungserg%C3%A4nzung/c/141","Artichoke Leaves 500 mg","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Pflanzliche-Nahrungserg%C3%A4nzung/Artichoke-Leaves-500-mg/p/p_10185","60 Kapseln pro Packung","Artichoke Leaves 500 mg","5,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_10185_Image_01?layer0=$PLP_001$","Artischockenblätter von Swanson sind ein hochdosiertes Kräutersupplement aus der Cynara scolymus.","https://media.bodyandfit.com/i/bodyandfit/p_10185_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_10185_Label_de-de_01?layer0=$MAIN$","60 kapseln (2  monate)","Pflanzliche Nahrungsergänzung"
"1578227480-884","https://www.bodyandfit.com/de-de/Protein-bars/c/194","Quest Bar","https://www.bodyandfit.com/de-de/Produkte/Protein/Protein-Snacks/Protein-Riegel/Quest-Bar/p/quest-bar","Proteine aus Whey-Protein und Milchproteinisolat","Quest Bar","24,90 €","null","Strawberry cheesecake","https://media.bodyandfit.com/i/bodyandfit/quest-bar_Image_01?layer0=$PLP_001$","Quest Bars enthalten keine billigen Proteinquellen. Nur hochwertige Proteine aus Whey Protein und Milchproteinisolat. In den Quest Bars stecken davon ganze 20 Gramm pro Riegel. Zudem enthalten die Quest Bars 22 Gramm Kohlenhydrate, davon ganze rund 17 Gramm wichtige Ballaststoffe und nur 1 Gramm Zucker.","https://media.bodyandfit.com/i/bodyandfit/quest-bar_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/quest-bar_Label_de-de_01?layer0=$MAIN$","720 gramm (12  riegel)","Proteinriegel"
"1578228707-2162","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","Whey Perfection","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Whey-Perfection/p/whey-perfection","23 Gramm hochwertiges Whey Protein, 5 Gramm BCAAs und 3,6 Gramm L-Glutamin","Whey Perfection","13,90 €","750 gramm","Vanilla milkshake","https://media.bodyandfit.com/i/bodyandfit/whey-perfection_Image_01?layer0=$PLP_001$","Body & Fit® Whey Perfection heißt Qualität, Geschmack und Preis bis zur Perfektion! Whey Perfection enthält ausschließlich die höchstmögliche Qualität an Whey-Proteinen, „cold processed“ ultragefiltertes Whey-Proteinkonzentrat, Whey-Proteinisolat und Whey-Hydrolysat, Di- und Tri-Peptide. Whey Perfection enthält pro Portion ganze 23 Gramm hochwertiges Whey-Protein, 5 Gramm BCAAs und 3,6 Gramm L-Glutamin. Whey Perfection ist frei von zugefügtem Zucker und enthält 1,4 Gramm Kohlenhydrate und 110 kcal pro Shake. Mit Whey Perfection erzielst du dank der einzigartigen Zusammensetzung mehr Resultat pro Shake als mit welchem anderen Whey-Protein auch immer. Du kannst aus ganzen 36 unglaublich leckeren Milkshake-Sorten wählen!","https://media.bodyandfit.com/i/bodyandfit/whey-perfection_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/whey-perfection_Label_de-de_01?layer0=$MAIN$","null","Whey Protein"
"1578226943-595","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Riegel-%26-Snacks/N%C3%BCsse-%26-Samen/c/199","High Protein Nussmix","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Riegel-%26-Snacks/N%C3%BCsse-%26-Samen/High-Protein-Nussmix/p/high-protein-notenmix","Mischung aus Erdnüssen und Nüssen","High Protein Nussmix","7,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/high-protein-notenmix_Image_01?layer0=$PLP_001$","Der High Protein Nussmix ist eine leckere Mischung aus Erdnüssen und diversen Nusssorten. Nüsse und Erdnüsse enthalten von Natur aus eine Quelle für Proteine und gute Fette. Daher sind sie auch der perfekte Snack für ambitionierte Sportler oder bei einem bewussten Lebensstil. Die Mischung  besteht aus Erdnüssen, Cashewnüssen, Mandeln und Walnüssen. Die High Protein Nussmischung ist auch eine tolle Bereicherung für (Back-)Rezepte!","https://media.bodyandfit.com/i/bodyandfit/high-protein-notenmix_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/high-protein-notenmix_Label_de-de_01?layer0=$MAIN$","500 gramm","Nüsse & Samen"
"1578228606-1954","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","Whey Perfection - Special Series","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Whey-Perfection---Special-Series/p/53992","50 % whey-Proteinisolat","Whey Perfection - Special Series","45,90 €","null","Cookies & Chocolate","https://media.bodyandfit.com/i/bodyandfit/53992_Image_01?layer0=$PLP_001$","Die Special Series von Body & Fit sind die absolute Crème de la Crème unter den Proteinshakes! Whey Perfection Special Series ist 100 % frei von künstlichen Zusätzen wie künstlichen Geschmacksstoffen, Verdickungsmitteln, Süßstoffen oder Farbstoffen. Aber was enthält Special Series dann? Nur das Allerbeste! Die Shakes wurden mit echten Stücken belgischer Schokolade, Vanille oder Obst auf den richtigen Geschmack gebracht und mit dem natürlichen Süßstoff Steviolglycoside gesüßt. Whey Perfection Special Series enthält die höchstmögliche Qualität an Whey-Proteinen: Whey-Proteinisolat, Whey-Hydrolysat Di- und Tripeptide und cold processed ultragefiltertes Whey-Proteinkonzentrat. Whey Perfection Special Series enthält ganze 50 % Whey-Proteinisolat anstatt den 20 % in den Standardversionen. Mit Whey Perfection Special Series entscheidest du dich in den wichtigsten Momenten, morgens sowie vor und nach dem Training, für Perfektion an Whey-Protein!","https://media.bodyandfit.com/i/bodyandfit/53992_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/53992_Label_de-de_01?layer0=$MAIN$","2262 gramm (78  shakes)","Whey Protein"
